Fuels,Country,year,Energy Consumption-EJ
Other-Renewable,South & Central America,1979,0.043724132
Other-Renewable,South & Central America,1980,0.043928652
Other-Renewable,South & Central America,1981,0.048714507
Other-Renewable,South & Central America,1982,0.055064923
Other-Renewable,South & Central America,1983,0.063408751
Other-Renewable,South & Central America,1984,0.06166177
Other-Renewable,South & Central America,1985,0.060594372
Other-Renewable,South & Central America,1986,0.062507613
Other-Renewable,South & Central America,1987,0.067043701
Other-Renewable,South & Central America,1988,0.066378618
Other-Renewable,South & Central America,1989,0.069444062
Other-Renewable,South & Central America,1990,0.083054235
Other-Renewable,South & Central America,1991,0.083740137
Other-Renewable,South & Central America,1992,0.106927215
Other-Renewable,South & Central America,1993,0.102869643
Other-Renewable,South & Central America,1994,0.108324129
Other-Renewable,South & Central America,1995,0.110638035
Other-Renewable,South & Central America,1996,0.125732824
Other-Renewable,South & Central America,1997,0.13368205
Other-Renewable,South & Central America,1998,0.125897003
Other-Renewable,South & Central America,1999,0.148560684
Other-Renewable,South & Central America,2000,0.149061836
Other-Renewable,South & Central America,2001,0.163736019
Other-Renewable,South & Central America,2002,0.180238175
Other-Renewable,South & Central America,2003,0.196218441
Other-Renewable,South & Central America,2004,0.204704421
Other-Renewable,South & Central America,2005,0.216549044
Other-Renewable,South & Central America,2006,0.232101929
Other-Renewable,South & Central America,2007,0.281290177
Other-Renewable,South & Central America,2008,0.315376254
Other-Renewable,South & Central America,2009,0.350227782
Other-Renewable,South & Central America,2010,0.446168045
Other-Renewable,South & Central America,2011,0.464422941
Other-Renewable,South & Central America,2012,0.52096651
Other-Renewable,South & Central America,2013,0.582928261
Other-Renewable,South & Central America,2014,0.633634034
Other-Renewable,South & Central America,2015,0.666409562
Other-Renewable,South & Central America,2016,0.689188102
Other-Renewable,South & Central America,2017,0.711654126
Other-Renewable,South & Central America,2018,0.746429052
Other-Renewable,South & Central America,2019,0.778868856
Hydro ,Africa,1978,0.463069387
Hydro ,Africa,1979,0.49565233
Hydro ,Africa,1980,0.483117844
Hydro ,Africa,1981,0.501929061
Hydro ,Africa,1982,0.502062371
Hydro ,Africa,1983,0.452471601
Hydro ,Africa,1984,0.444899733
Hydro ,Africa,1985,0.494496851
Hydro ,Africa,1986,0.511453733
Hydro ,Africa,1987,0.490564603
Hydro ,Africa,1988,0.535934564
Hydro ,Africa,1989,0.562762148
Hydro ,Africa,1990,0.572546591
Hydro ,Africa,1991,0.606514884
Hydro ,Africa,1992,0.578602916
Hydro ,Africa,1993,0.566825072
Hydro ,Africa,1994,0.575960486
Hydro ,Africa,1995,0.597688769
Hydro ,Africa,1996,0.623164587
Hydro ,Africa,1997,0.638524975
Hydro ,Africa,1998,0.666548879
Hydro ,Africa,1999,0.706842613
Hydro ,Africa,2000,0.752458166
Hydro ,Africa,2001,0.803390229
Hydro ,Africa,2002,0.840823525
Hydro ,Africa,2003,0.812788976
Hydro ,Africa,2004,0.851785783
Hydro ,Africa,2005,0.862471983
Hydro ,Africa,2006,0.887597775
Hydro ,Africa,2007,0.911694123
Hydro ,Africa,2008,0.923295218
Hydro ,Africa,2009,0.942188515
Hydro ,Africa,2010,1.008362294
Hydro ,Africa,2011,1.030369367
Hydro ,Africa,2012,1.02883042
Hydro ,Africa,2013,1.08457503
Hydro ,Africa,2014,1.133544887
Hydro ,Africa,2015,1.091553181
Hydro ,Africa,2016,1.04837818
Hydro ,Africa,2017,1.114340622
Hydro ,Africa,2018,1.166628041
Hydro ,Africa,2019,1.183248275
Hydro ,Asia Pacific,1978,2.370464094
Hydro ,Asia Pacific,1979,2.569818746
Hydro ,Asia Pacific,1980,2.734472188
Hydro ,Asia Pacific,1981,2.897296901
Hydro ,Asia Pacific,1982,2.826671874
Hydro ,Asia Pacific,1983,2.993413708
Hydro ,Asia Pacific,1984,2.994066941
Hydro ,Asia Pacific,1985,3.200446134
Hydro ,Asia Pacific,1986,3.281591022
Hydro ,Asia Pacific,1987,3.268912813
Hydro ,Asia Pacific,1988,3.617862617
Hydro ,Asia Pacific,1989,3.880435299
Hydro ,Asia Pacific,1990,3.992715428
Hydro ,Asia Pacific,1991,4.105242723
Hydro ,Asia Pacific,1992,4.015246503
Hydro ,Asia Pacific,1993,4.402869206
Hydro ,Asia Pacific,1994,4.432981975
Hydro ,Asia Pacific,1995,4.834344319
Hydro ,Asia Pacific,1996,4.734094408
Hydro ,Asia Pacific,1997,4.758946676
Hydro ,Asia Pacific,1998,5.066742947
Hydro ,Asia Pacific,1999,5.002429652
Hydro ,Asia Pacific,2000,5.216520707
Hydro ,Asia Pacific,2001,5.667584523
Hydro ,Asia Pacific,2002,5.714381084
Hydro ,Asia Pacific,2003,5.829235342
Hydro ,Asia Pacific,2004,6.813384625
Hydro ,Asia Pacific,2005,7.048404485
Hydro ,Asia Pacific,2006,7.714442206
Hydro ,Asia Pacific,2007,8.148903923
Hydro ,Asia Pacific,2008,9.481970581
Hydro ,Asia Pacific,2009,9.14303404
Hydro ,Asia Pacific,2010,10.30344114
Hydro ,Asia Pacific,2011,10.42807481
Hydro ,Asia Pacific,2012,11.70211371
Hydro ,Asia Pacific,2013,12.77059992
Hydro ,Asia Pacific,2014,13.94286458
Hydro ,Asia Pacific,2015,14.25846837
Hydro ,Asia Pacific,2016,14.69306591
Hydro ,Asia Pacific,2017,15.04774007
Hydro ,Asia Pacific,2018,15.30766718
Hydro ,Asia Pacific,2019,15.90019181
Hydro ,CIS,1978,1.69701
Hydro ,CIS,1979,1.72023
Hydro ,CIS,1980,1.83938
Hydro ,CIS,1981,1.86744
Hydro ,CIS,1982,1.74677
Hydro ,CIS,1983,1.80362
Hydro ,CIS,1984,2.02988
Hydro ,CIS,1985,1.940921122
Hydro ,CIS,1986,1.952013816
Hydro ,CIS,1987,1.969779804
Hydro ,CIS,1988,2.049196422
Hydro ,CIS,1989,1.991567446
Hydro ,CIS,1990,2.112386082
Hydro ,CIS,1991,2.114583
Hydro ,CIS,1992,2.160005
Hydro ,CIS,1993,2.22579
Hydro ,CIS,1994,2.2633
Hydro ,CIS,1995,2.203152
Hydro ,CIS,1996,1.98816
Hydro ,CIS,1997,1.97854
Hydro ,CIS,1998,1.98338
Hydro ,CIS,1999,2.03164
Hydro ,CIS,2000,2.084302046
Hydro ,CIS,2001,2.158952093
Hydro ,CIS,2002,2.046485491
Hydro ,CIS,2003,2.017575336
Hydro ,CIS,2004,2.20034985
Hydro ,CIS,2005,2.164480576
Hydro ,CIS,2006,2.136333621
Hydro ,CIS,2007,2.174601094
Hydro ,CIS,2008,1.973480343
Hydro ,CIS,2009,2.061898454
Hydro ,CIS,2010,2.035349393
Hydro ,CIS,2011,1.984781996
Hydro ,CIS,2012,1.975430254
Hydro ,CIS,2013,2.114692421
Hydro ,CIS,2014,2.026053426
Hydro ,CIS,2015,1.961913589
Hydro ,CIS,2016,2.139606426
Hydro ,CIS,2017,2.167613133
Hydro ,CIS,2018,2.185964684
Hydro ,CIS,2019,2.213970178
Hydro ,Europe,1978,4.555287082
Hydro ,Europe,1979,4.791498824
Hydro ,Europe,1980,4.647666471
Hydro ,Europe,1981,4.70435388
Hydro ,Europe,1982,4.66309649
Hydro ,Europe,1983,4.801258491
Hydro ,Europe,1984,4.851935345
Hydro ,Europe,1985,5.029945406
Hydro ,Europe,1986,4.860931835
Hydro ,Europe,1987,5.295056594
Hydro ,Europe,1988,5.674690014
Hydro ,Europe,1989,4.938059306
Hydro ,Europe,1990,5.024571504
Hydro ,Europe,1991,5.130917745
Hydro ,Europe,1992,5.296566498
Hydro ,Europe,1993,5.504667647
Hydro ,Europe,1994,5.571966286
Hydro ,Europe,1995,5.648899094
Hydro ,Europe,1996,5.480862941
Hydro ,Europe,1997,5.676789719
Hydro ,Europe,1998,5.939041617
Hydro ,Europe,1999,5.981808529
Hydro ,Europe,2000,6.1766352
Hydro ,Europe,2001,6.080666652
Hydro ,Europe,2002,5.56665764
Hydro ,Europe,2003,5.193844928
Hydro ,Europe,2004,5.556271929
Hydro ,Europe,2005,5.536326216
Hydro ,Europe,2006,5.407047676
Hydro ,Europe,2007,5.392901974
Hydro ,Europe,2008,5.635656539
Hydro ,Europe,2009,5.569812703
Hydro ,Europe,2010,6.09935126
Hydro ,Europe,2011,5.31440492
Hydro ,Europe,2012,5.802929352
Hydro ,Europe,2013,6.098217471
Hydro ,Europe,2014,5.900666366
Hydro ,Europe,2015,5.791227865
Hydro ,Europe,2016,5.897605356
Hydro ,Europe,2017,5.263004088
Hydro ,Europe,2018,5.77333819
Hydro ,Europe,2019,5.638686375
Hydro ,Middle East,1978,0.09812257
Hydro ,Middle East,1979,0.096158292
Hydro ,Middle East,1980,0.096827022
Hydro ,Middle East,1981,0.102143526
Hydro ,Middle East,1982,0.106058718
Hydro ,Middle East,1983,0.102208704
Hydro ,Middle East,1984,0.103732856
Hydro ,Middle East,1985,0.10438
Hydro ,Middle East,1986,0.11079
Hydro ,Middle East,1987,0.13915
Hydro ,Middle East,1988,0.14299
Hydro ,Middle East,1989,0.12624
Hydro ,Middle East,1990,0.15273264
Hydro ,Middle East,1991,0.11009184
Hydro ,Middle East,1992,0.17827066
Hydro ,Middle East,1993,0.20046732
Hydro ,Middle East,1994,0.16549761
Hydro ,Middle East,1995,0.18652707
Hydro ,Middle East,1996,0.18698375
Hydro ,Middle East,1997,0.15927055
Hydro ,Middle East,1998,0.1721056
Hydro ,Middle East,1999,0.1180105
Hydro ,Middle East,2000,0.10722177
Hydro ,Middle East,2001,0.115423607
Hydro ,Middle East,2002,0.166067987
Hydro ,Middle East,2003,0.181291102
Hydro ,Middle East,2004,0.224942763
Hydro ,Middle East,2005,0.23161201
Hydro ,Middle East,2006,0.271880259
Hydro ,Middle East,2007,0.255374327
Hydro ,Middle East,2008,0.130101631
Hydro ,Middle East,2009,0.11443193
Hydro ,Middle East,2010,0.163234329
Hydro ,Middle East,2011,0.170312827
Hydro ,Middle East,2012,0.198504713
Hydro ,Middle East,2013,0.216686324
Hydro ,Middle East,2014,0.182715715
Hydro ,Middle East,2015,0.152702979
Hydro ,Middle East,2016,0.182543995
Hydro ,Middle East,2017,0.187033185
Hydro ,Middle East,2018,0.129786428
Hydro ,Middle East,2019,0.296820896
Hydro ,North America,1978,5.377995091
Hydro ,North America,1979,5.480643293
Hydro ,North America,1980,5.500601111
Hydro ,North America,1981,5.571427616
Hydro ,North America,1982,5.962483061
Hydro ,North America,1983,6.253626313
Hydro ,North America,1984,6.373132374
Hydro ,North America,1985,6.192546533
Hydro ,North America,1986,6.289074687
Hydro ,North America,1987,5.909013893
Hydro ,North America,1988,5.576557606
Hydro ,North America,1989,5.905281166
Hydro ,North America,1990,6.124451817
Hydro ,North America,1991,6.172272699
Hydro ,North America,1992,5.934140267
Hydro ,North America,1993,6.281197741
Hydro ,North America,1994,6.074682214
Hydro ,North America,1995,6.728782162
Hydro ,North America,1996,7.334778323
Hydro ,North America,1997,7.310148396
Hydro ,North America,1998,6.775521434
Hydro ,North America,1999,6.943182846
Hydro ,North America,2000,6.625963083
Hydro ,North America,2001,5.664937855
Hydro ,North America,2002,6.241450494
Hydro ,North America,2003,6.139247962
Hydro ,North America,2004,6.101770572
Hydro ,North America,2005,6.353305047
Hydro ,North America,2006,6.436371039
Hydro ,North America,2007,6.10092469
Hydro ,North America,2008,6.345846066
Hydro ,North America,2009,6.298901298
Hydro ,North America,2010,6.061967733
Hydro ,North America,2011,6.792542144
Hydro ,North America,2012,6.36301826
Hydro ,North America,2013,6.326089546
Hydro ,North America,2014,6.203781035
Hydro ,North America,2015,6.006506107
Hydro ,North America,2016,6.155248311
Hydro ,North America,2017,6.509175439
Hydro ,North America,2018,6.333653758
Hydro ,North America,2019,6.034371462
Hydro ,South & Central America,1978,1.581929027
Hydro ,South & Central America,1979,1.797890459
Hydro ,South & Central America,1980,2.014459874
Hydro ,South & Central America,1981,2.044446262
Hydro ,South & Central America,1982,2.201946692
Hydro ,South & Central America,1983,2.371094947
Hydro ,South & Central America,1984,2.616108315
Hydro ,South & Central America,1985,2.835012431
Hydro ,South & Central America,1986,3.059861383
Hydro ,South & Central America,1987,3.26458627
Hydro ,South & Central America,1988,3.38997862
Hydro ,South & Central America,1989,3.471363763
Hydro ,South & Central America,1990,3.609658498
Hydro ,South & Central America,1991,3.854481146
Hydro ,South & Central America,1992,3.927910704
Hydro ,South & Central America,1993,4.230630929
Hydro ,South & Central America,1994,4.484429676
Hydro ,South & Central America,1995,4.6569407
Hydro ,South & Central America,1996,4.856945929
Hydro ,South & Central America,1997,5.13913338
Hydro ,South & Central America,1998,5.266079671
Hydro ,South & Central America,1999,5.272850514
Hydro ,South & Central America,2000,5.556516252
Hydro ,South & Central America,2001,5.180134591
Hydro ,South & Central America,2002,5.403005655
Hydro ,South & Central America,2003,5.596743355
Hydro ,South & Central America,2004,5.740276064
Hydro ,South & Central America,2005,6.044004489
Hydro ,South & Central America,2006,6.280545994
Hydro ,South & Central America,2007,6.461740899
Hydro ,South & Central America,2008,6.464955341
Hydro ,South & Central America,2009,6.587764387
Hydro ,South & Central America,2010,6.578765941
Hydro ,South & Central America,2011,6.941914871
Hydro ,South & Central America,2012,6.77206564
Hydro ,South & Central America,2013,6.542642717
Hydro ,South & Central America,2014,6.28757379
Hydro ,South & Central America,2015,6.115414372
Hydro ,South & Central America,2016,6.213790984
Hydro ,South & Central America,2017,6.303919783
Hydro ,South & Central America,2018,6.426058647
Hydro ,South & Central America,2019,6.371137125
Nuclear,Africa,1978,0
Nuclear,Africa,1979,0
Nuclear,Africa,1980,0
Nuclear,Africa,1981,0
Nuclear,Africa,1982,0
Nuclear,Africa,1983,0
Nuclear,Africa,1984,0.03925
Nuclear,Africa,1985,0.05315
Nuclear,Africa,1986,0.08803
Nuclear,Africa,1987,0.06167
Nuclear,Africa,1988,0.10493
Nuclear,Africa,1989,0.11099
Nuclear,Africa,1990,0.08449
Nuclear,Africa,1991,0.09144
Nuclear,Africa,1992,0.092880003
Nuclear,Africa,1993,0.072550001
Nuclear,Africa,1994,0.096969999
Nuclear,Africa,1995,0.113009994
Nuclear,Africa,1996,0.117750001
Nuclear,Africa,1997,0.126469999
Nuclear,Africa,1998,0.136009994
Nuclear,Africa,1999,0.128369999
Nuclear,Africa,2000,0.130100001
Nuclear,Africa,2001,0.106493958
Nuclear,Africa,2002,0.118362769
Nuclear,Africa,2003,0.1241948
Nuclear,Africa,2004,0.1302461
Nuclear,Africa,2005,0.109352917
Nuclear,Africa,2006,0.096476598
Nuclear,Africa,2007,0.108218811
Nuclear,Africa,2008,0.123578382
Nuclear,Africa,2009,0.12094555
Nuclear,Africa,2010,0.126971226
Nuclear,Africa,2011,0.12036622
Nuclear,Africa,2012,0.120243478
Nuclear,Africa,2013,0.130013117
Nuclear,Africa,2014,0.126376165
Nuclear,Africa,2015,0.111444107
Nuclear,Africa,2016,0.144068412
Nuclear,Africa,2017,0.141807033
Nuclear,Africa,2018,0.099230136
Nuclear,Africa,2019,0.126710709
Nuclear,Asia Pacific,1978,0.66738046
Nuclear,Asia Pacific,1979,0.822736382
Nuclear,Asia Pacific,1980,0.967950508
Nuclear,Asia Pacific,1981,1.040191674
Nuclear,Asia Pacific,1982,1.216514556
Nuclear,Asia Pacific,1983,1.455096622
Nuclear,Asia Pacific,1984,1.750157916
Nuclear,Asia Pacific,1985,2.099467762
Nuclear,Asia Pacific,1986,2.2616808
Nuclear,Asia Pacific,1987,2.666734152
Nuclear,Asia Pacific,1988,2.509199886
Nuclear,Asia Pacific,1989,2.655964838
Nuclear,Asia Pacific,1990,2.871385048
Nuclear,Asia Pacific,1991,3.06127962
Nuclear,Asia Pacific,1992,3.143659846
Nuclear,Asia Pacific,1993,3.484297924
Nuclear,Asia Pacific,1994,3.720585378
Nuclear,Asia Pacific,1995,4.102016684
Nuclear,Asia Pacific,1996,4.3127951
Nuclear,Asia Pacific,1997,4.59452648
Nuclear,Asia Pacific,1998,4.783517351
Nuclear,Asia Pacific,1999,4.864709344
Nuclear,Asia Pacific,2000,5.000392753
Nuclear,Asia Pacific,2001,5.033143158
Nuclear,Asia Pacific,2002,5.125891587
Nuclear,Asia Pacific,2003,4.531442291
Nuclear,Asia Pacific,2004,5.167018967
Nuclear,Asia Pacific,2005,5.356375986
Nuclear,Asia Pacific,2006,5.464868529
Nuclear,Asia Pacific,2007,5.209312201
Nuclear,Asia Pacific,2008,5.026197989
Nuclear,Asia Pacific,2009,5.226582679
Nuclear,Asia Pacific,2010,5.471818942
Nuclear,Asia Pacific,2011,4.507266159
Nuclear,Asia Pacific,2012,3.179745415
Nuclear,Asia Pacific,2013,3.197324857
Nuclear,Asia Pacific,2014,3.399474958
Nuclear,Asia Pacific,2015,3.82379804
Nuclear,Asia Pacific,2016,4.235240034
Nuclear,Asia Pacific,2017,4.440028002
Nuclear,Asia Pacific,2018,4.958107727
Nuclear,Asia Pacific,2019,5.770564829
Nuclear,CIS,1978,0.524626974
Nuclear,CIS,1979,0.59617706
Nuclear,CIS,1980,0.739233038
Nuclear,CIS,1981,0.870886964
Nuclear,CIS,1982,1.00254089
Nuclear,CIS,1983,1.113953964
Nuclear,CIS,1984,1.437984372
Nuclear,CIS,1985,1.04585101
Nuclear,CIS,1986,1.079747808
Nuclear,CIS,1987,1.290332218
Nuclear,CIS,1988,1.396265236
Nuclear,CIS,1989,1.377173428
Nuclear,CIS,1990,1.183250156
Nuclear,CIS,1991,1.205229668
Nuclear,CIS,1992,1.20090037
Nuclear,CIS,1993,1.196323594
Nuclear,CIS,1994,0.982000684
Nuclear,CIS,1995,0.999155492
Nuclear,CIS,1996,1.11438388
Nuclear,CIS,1997,1.104055192
Nuclear,CIS,1998,1.05396388
Nuclear,CIS,1999,1.23952
Nuclear,CIS,2000,1.3272
Nuclear,CIS,2001,1.380199091
Nuclear,CIS,2002,1.420540838
Nuclear,CIS,2003,1.494103846
Nuclear,CIS,2004,1.431651211
Nuclear,CIS,2005,1.473467468
Nuclear,CIS,2006,1.530734207
Nuclear,CIS,2007,1.554966732
Nuclear,CIS,2008,1.573196367
Nuclear,CIS,2009,1.568497444
Nuclear,CIS,2010,1.622970497
Nuclear,CIS,2011,1.637186763
Nuclear,CIS,2012,1.667652709
Nuclear,CIS,2013,1.611733337
Nuclear,CIS,2014,1.678622551
Nuclear,CIS,2015,1.805563118
Nuclear,CIS,2016,1.801551316
Nuclear,CIS,2017,1.8518454
Nuclear,CIS,2018,1.849037658
Nuclear,CIS,2019,1.882569565
Nuclear,Europe,1978,1.815450526
Nuclear,Europe,1979,2.024217368
Nuclear,Europe,1980,2.365016842
Nuclear,Europe,1981,3.197351579
Nuclear,Europe,1982,3.524089474
Nuclear,Europe,1983,4.157588421
Nuclear,Europe,1984,5.284577895
Nuclear,Europe,1985,6.955217842
Nuclear,Europe,1986,7.388383337
Nuclear,Europe,1987,7.689284988
Nuclear,Europe,1988,8.462282843
Nuclear,Europe,1989,8.868244254
Nuclear,Europe,1990,8.944116842
Nuclear,Europe,1991,9.177954737
Nuclear,Europe,1992,9.24220579
Nuclear,Europe,1993,9.606898948
Nuclear,Europe,1994,9.521283158
Nuclear,Europe,1995,9.769412106
Nuclear,Europe,1996,10.32181474
Nuclear,Europe,1997,10.42499947
Nuclear,Europe,1998,10.33895567
Nuclear,Europe,1999,10.40453262
Nuclear,Europe,2000,10.48820605
Nuclear,Europe,2001,10.74979855
Nuclear,Europe,2002,10.81320267
Nuclear,Europe,2003,10.83563444
Nuclear,Europe,2004,10.94057149
Nuclear,Europe,2005,10.75061912
Nuclear,Europe,2006,10.66256753
Nuclear,Europe,2007,10.09620852
Nuclear,Europe,2008,10.02670748
Nuclear,Europe,2009,9.488764635
Nuclear,Europe,2010,9.687322391
Nuclear,Europe,2011,9.554715739
Nuclear,Europe,2012,9.257584061
Nuclear,Europe,2013,9.092305535
Nuclear,Europe,2014,9.09481404
Nuclear,Europe,2015,8.818154067
Nuclear,Europe,2016,8.529704861
Nuclear,Europe,2017,8.425106507
Nuclear,Europe,2018,8.373037463
Nuclear,Europe,2019,8.276711266
Nuclear,Middle East,1978,0
Nuclear,Middle East,1979,0
Nuclear,Middle East,1980,0
Nuclear,Middle East,1981,0
Nuclear,Middle East,1982,0
Nuclear,Middle East,1983,0
Nuclear,Middle East,1984,0
Nuclear,Middle East,1985,0
Nuclear,Middle East,1986,0
Nuclear,Middle East,1987,0
Nuclear,Middle East,1988,0
Nuclear,Middle East,1989,0
Nuclear,Middle East,1990,0
Nuclear,Middle East,1991,0
Nuclear,Middle East,1992,0
Nuclear,Middle East,1993,0
Nuclear,Middle East,1994,0
Nuclear,Middle East,1995,0
Nuclear,Middle East,1996,0
Nuclear,Middle East,1997,0
Nuclear,Middle East,1998,0
Nuclear,Middle East,1999,0
Nuclear,Middle East,2000,0
Nuclear,Middle East,2001,0
Nuclear,Middle East,2002,0
Nuclear,Middle East,2003,0
Nuclear,Middle East,2004,0
Nuclear,Middle East,2005,0
Nuclear,Middle East,2006,0
Nuclear,Middle East,2007,0
Nuclear,Middle East,2008,0
Nuclear,Middle East,2009,0
Nuclear,Middle East,2010,0
Nuclear,Middle East,2011,0.001036585
Nuclear,Middle East,2012,0.01370303
Nuclear,Middle East,2013,0.039837349
Nuclear,Middle East,2014,0.037929341
Nuclear,Middle East,2015,0.032303036
Nuclear,Middle East,2016,0.058610373
Nuclear,Middle East,2017,0.062618459
Nuclear,Middle East,2018,0.061606005
Nuclear,Middle East,2019,0.057146822
Nuclear,North America,1978,3.221526
Nuclear,North America,1979,3.038548137
Nuclear,North America,1980,3.023641842
Nuclear,North America,1981,3.2709174
Nuclear,North America,1982,3.359930505
Nuclear,North America,1983,3.577438095
Nuclear,North America,1984,3.9708742
Nuclear,North America,1985,4.644059758
Nuclear,North America,1986,5.0709654
Nuclear,North America,1987,5.564929811
Nuclear,North America,1988,6.375754705
Nuclear,North America,1989,6.369043337
Nuclear,North America,1990,6.826198189
Nuclear,North America,1991,7.333863021
Nuclear,North America,1992,7.3528454
Nuclear,North America,1993,7.406270147
Nuclear,North America,1994,7.854704021
Nuclear,North America,1995,8.144515505
Nuclear,North America,1996,8.1024068
Nuclear,North America,1997,7.541414431
Nuclear,North America,1998,7.894177411
Nuclear,North America,1999,8.495652884
Nuclear,North America,2000,8.740862
Nuclear,North America,2001,8.883725989
Nuclear,North America,2002,8.9417811
Nuclear,North America,2003,8.717098886
Nuclear,North America,2004,9.053133873
Nuclear,North America,2005,8.960652693
Nuclear,North America,2006,9.014496289
Nuclear,North America,2007,9.104752605
Nuclear,North America,2008,9.064034377
Nuclear,North America,2009,8.885953624
Nuclear,North America,2010,8.87350763
Nuclear,North America,2011,8.721199531
Nuclear,North America,2012,8.464094278
Nuclear,North America,2013,8.710529445
Nuclear,North America,2014,8.752459622
Nuclear,North America,2015,8.668293139
Nuclear,North America,2016,8.685597729
Nuclear,North America,2017,8.629137243
Nuclear,North America,2018,8.618494963
Nuclear,North America,2019,8.59120481
Nuclear,South & Central America,1978,0.02896
Nuclear,South & Central America,1979,0.02692
Nuclear,South & Central America,1980,0.0234
Nuclear,South & Central America,1981,0.02816
Nuclear,South & Central America,1982,0.0187
Nuclear,South & Central America,1983,0.03405
Nuclear,South & Central America,1984,0.06284
Nuclear,South & Central America,1985,0.09147
Nuclear,South & Central America,1986,0.05855
Nuclear,South & Central America,1987,0.07438
Nuclear,South & Central America,1988,0.06406
Nuclear,South & Central America,1989,0.06869
Nuclear,South & Central America,1990,0.09518
Nuclear,South & Central America,1991,0.09198
Nuclear,South & Central America,1992,0.0884
Nuclear,South & Central America,1993,0.08192
Nuclear,South & Central America,1994,0.0829
Nuclear,South & Central America,1995,0.09585
Nuclear,South & Central America,1996,0.09886
Nuclear,South & Central America,1997,0.1113
Nuclear,South & Central America,1998,0.10718
Nuclear,South & Central America,1999,0.11083
Nuclear,South & Central America,2000,0.12223
Nuclear,South & Central America,2001,0.211994415
Nuclear,South & Central America,2002,0.194033613
Nuclear,South & Central America,2003,0.205216154
Nuclear,South & Central America,2004,0.189836942
Nuclear,South & Central America,2005,0.161986329
Nuclear,South & Central America,2006,0.206647189
Nuclear,South & Central America,2007,0.187460955
Nuclear,South & Central America,2008,0.203010854
Nuclear,South & Central America,2009,0.199655556
Nuclear,South & Central America,2010,0.203998333
Nuclear,South & Central America,2011,0.205797837
Nuclear,South & Central America,2012,0.208083709
Nuclear,South & Central America,2013,0.199606841
Nuclear,South & Central America,2014,0.191409986
Nuclear,South & Central America,2015,0.198291212
Nuclear,South & Central America,2016,0.218630153
Nuclear,South & Central America,2017,0.196444768
Nuclear,South & Central America,2018,0.201726358
Nuclear,South & Central America,2019,0.219353724
Coal,Africa,1978,1.720136098
Coal,Africa,1979,1.826089187
Coal,Africa,1980,1.956805414
Coal,Africa,1981,2.28887562
Coal,Africa,1982,2.524233177
Coal,Africa,1983,2.56768577
Coal,Africa,1984,2.746432339
Coal,Africa,1985,2.833797202
Coal,Africa,1986,2.899281948
Coal,Africa,1987,2.981951036
Coal,Africa,1988,3.204578898
Coal,Africa,1989,3.008235103
Coal,Africa,1990,3.160115501
Coal,Africa,1991,3.071500447
Coal,Africa,1992,3.089882693
Coal,Africa,1993,3.137814744
Coal,Africa,1994,3.21900743
Coal,Africa,1995,3.318490224
Coal,Africa,1996,3.364386619
Coal,Africa,1997,3.449957041
Coal,Africa,1998,3.370706204
Coal,Africa,1999,3.475730233
Coal,Africa,2000,3.467786095
Coal,Africa,2001,3.512115583
Coal,Africa,2002,3.362763339
Coal,Africa,2003,3.660165515
Coal,Africa,2004,4.025843984
Coal,Africa,2005,3.736912493
Coal,Africa,2006,3.789957632
Coal,Africa,2007,3.852661363
Coal,Africa,2008,4.246142074
Coal,Africa,2009,4.227939158
Coal,Africa,2010,4.19091506
Coal,Africa,2011,4.120680234
Coal,Africa,2012,4.017909405
Coal,Africa,2013,4.070296527
Coal,Africa,2014,4.264063565
Coal,Africa,2015,4.026683175
Coal,Africa,2016,4.273702573
Coal,Africa,2017,4.25717735
Coal,Africa,2018,4.405359657
Coal,Africa,2019,4.472387318
Coal,Asia Pacific,1978,18.78946439
Coal,Asia Pacific,1979,19.69978687
Coal,Asia Pacific,1980,20.82242092
Coal,Asia Pacific,1981,21.51012992
Coal,Asia Pacific,1982,22.26398691
Coal,Asia Pacific,1983,23.56814
Coal,Asia Pacific,1984,25.60945276
Coal,Asia Pacific,1985,27.63085904
Coal,Asia Pacific,1986,28.69300178
Coal,Asia Pacific,1987,30.7592401
Coal,Asia Pacific,1988,32.95873099
Coal,Asia Pacific,1989,34.44469044
Coal,Asia Pacific,1990,35.1828474
Coal,Asia Pacific,1991,36.62432008
Coal,Asia Pacific,1992,37.89439667
Coal,Asia Pacific,1993,39.88339931
Coal,Asia Pacific,1994,41.87299641
Coal,Asia Pacific,1995,42.86250231
Coal,Asia Pacific,1996,44.73975309
Coal,Asia Pacific,1997,44.94443179
Coal,Asia Pacific,1998,44.89919354
Coal,Asia Pacific,1999,46.44401321
Coal,Asia Pacific,2000,48.02023134
Coal,Asia Pacific,2001,50.22775987
Coal,Asia Pacific,2002,54.07201456
Coal,Asia Pacific,2003,61.82703254
Coal,Asia Pacific,2004,69.51898446
Coal,Asia Pacific,2005,79.04312051
Coal,Asia Pacific,2006,85.11107129
Coal,Asia Pacific,2007,92.20382294
Coal,Asia Pacific,2008,94.74950812
Coal,Asia Pacific,2009,97.84440739
Coal,Asia Pacific,2010,102.3066659
Coal,Asia Pacific,2011,109.8335651
Coal,Asia Pacific,2012,112.1984332
Coal,Asia Pacific,2013,115.179828
Coal,Asia Pacific,2014,115.9552215
Coal,Asia Pacific,2015,115.26787
Coal,Asia Pacific,2016,114.8076851
Coal,Asia Pacific,2017,116.2809237
